"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","762","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","801","","","","0"
"2019-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","748","","","","0"
"2019-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","791","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","746","","","","0"
"2019-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","785","","","","0"
"2019-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","708","","","","0"
"2020-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","470","","","","0"
"2020-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","538","","","","0"
"2020-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","708","","","","0"
"2020-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","440","","","","0"
"2020-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","964","","","","0"
"2020-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","817","","","","0"
"2020-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","793","","","","0"
"2020-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","691","","","","0"
"2020-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","814","","","","0"
"2020-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","966","","","","0"
"2020-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1072","","","","0"
"2020-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","846","","","","0"
"2021-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","640","","","","0"
"1988-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1649","","","","0"
"1988-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1225","","","","0"
"1988-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1279","","","","0"
"1988-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1287","","","","0"
"1988-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1265","","","","0"
"1988-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1297","","","","0"
"1988-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","885","","","","0"
"1989-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1035","","","","0"
"1989-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1041","","","","0"
"1989-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1035","","","","0"
"1989-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1354","","","","0"
"1989-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","993","","","","0"
"1989-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1563","","","","0"
"1989-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1411","","","","0"
"1989-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","864","","","","0"
"1989-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1412","","","","0"
"1989-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1391","","","","0"
"1989-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","976","","","","0"
"1989-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","911","","","","0"
"1990-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1568","","","","0"
"1990-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1051","","","","0"
"1990-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1398","","","","0"
"1990-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1102","","","","0"
"1990-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1690","","","","0"
"1990-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1520","","","","0"
"1990-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","898","","","","0"
"1990-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","953","","","","0"
"1990-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1101","","","","0"
"1990-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1058","","","","0"
"1990-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1036","","","","0"
"1990-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","813","","","","0"
"1991-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","549","","","","0"
"1991-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","583","","","","0"
"1991-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","604","","","","0"
"1991-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","942","","","","0"
"1991-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1287","","","","0"
"1991-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1528","","","","0"
"1991-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1292","","","","0"
"1991-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1074","","","","0"
"1991-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1435","","","","0"
"1991-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2372","","","","0"
"1991-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1681","","","","0"
"1991-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1434","","","","0"
"1992-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1407","","","","0"
"1992-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","914","","","","0"
"1992-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1082","","","","0"
"1992-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1560","","","","0"
"1992-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1910","","","","0"
"1992-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1614","","","","0"
"1992-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1438","","","","0"
"1992-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1516","","","","0"
"1992-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1578","","","","0"
"1992-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1675","","","","0"
"1992-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1317","","","","0"
"1992-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1065","","","","0"
"1993-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","728","","","","0"
"1993-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","934","","","","0"
"1993-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1211","","","","0"
"1993-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1659","","","","0"
"1993-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1399","","","","0"
"1993-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1518","","","","0"
"1993-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1934","","","","0"
"1993-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1272","","","","0"
"1993-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1295","","","","0"
"1993-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1268","","","","0"
"1993-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1675","","","","0"
"1993-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1453","","","","0"
"1994-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","911","","","","0"
"1994-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","715","","","","0"
"1994-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1129","","","","0"
"1994-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1553","","","","0"
"1994-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1531","","","","0"
